Username,Comment,Comment_Time
herlinasupriyadi,No. 9 aja,2024-09-12 11:13:38
o0rel__,no 9,2024-09-12 11:13:41
rismawt259,No 9.🔥,2024-09-12 11:19:05
nurres__,No. 9,2024-09-12 11:19:23
anisaa_meidayanti,2🔥🔥🔥😎,2024-09-12 11:20:50
nuc.caa,No.9 andalann🔥🔥🔥🙌,2024-09-12 11:21:51
anisaa__latifa,2🔥,2024-09-12 11:22:54
arieskil_nine,Nmor 5 menyalaaa abang kuu 🔥🔥🔥🤩,2024-09-12 11:23:02
agungrendy99,No 13,2024-09-12 11:23:59
_hikmaa.aa,no 9 🔥🔥🔥,2024-09-12 11:32:56
njiaaa7,No. 9 🔥🔥🔥,2024-09-12 11:33:08
callmecitra97,No 9 🙂,2024-09-12 11:34:09
tonra_90crazydirigent,Nmr 5 ajami,2024-09-12 11:38:08
3ricayydumps_,no 9 donggg andalann bangettt😍,2024-09-12 11:39:25
kikybrliana__,No.9  sayaaaa🔥,2024-09-12 11:40:39
ashari.baharuddin,no 12 🔥,2024-09-12 11:54:30
raymond_tauntu,No 5 Tommy,2024-09-12 11:55:15
nurhalidaa_05,No 9🔥,2024-09-12 11:55:23
anr_khy,No.9 andalan 🔥🔥🔥,2024-09-12 11:55:24
nrdianaaaaaaaaaaa,No 9🔥🔥,2024-09-12 11:57:18
febriyantithamrin,No.9 🔥🔥,2024-09-12 12:03:17
putri.mza,No 9 ❗️❗️❗️,2024-09-12 12:04:39
moncheritk,go with 9!!!,2024-09-12 12:06:24
rsminarmli,no 9🔥,2024-09-12 12:09:28
dewiandika18,9 donk🔥,2024-09-12 12:12:20
dewiandika18,No 9 🔥,2024-09-12 12:13:10
kekecilang,Pastinya Nomor 9 ku vote 9x,2024-09-12 12:16:53
fhirdaaaa,No.9🔥,2024-09-12 12:18:58
annizaazzahra29,No 9 dong,2024-09-12 12:27:19
queen_ngemil,No 9 🔥,2024-09-12 12:28:07
mfdymtsrnnd,No 2 🔥🔥🔥,2024-09-12 12:47:22
dewipalloan,No. 11,2024-09-12 12:57:31
dewipalloan,No. 11,2024-09-12 12:57:48
akbar111187,No 5 🔥🔥🔥🔥,2024-09-12 12:59:08
2313overused,no 12 panutan ku😍,2024-09-12 12:59:37
arie.king_king,No. 9,2024-09-12 13:00:07
bolang2460,No 2 😍,2024-09-12 13:03:35
jastipbulukumbamks,No.9 marcel🔥,2024-09-12 13:06:47
muhammadashabil_,No.10 Irsan Bang Gulung semangatki kanda🙌🙌🙌,2024-09-12 13:09:01
aebelindaa,No.9 marcell👏👏,2024-09-12 13:09:54
rndeeeap,No.5🔥🔥🔥,2024-09-12 13:13:58
kaiwife97,No.5🔥🔥🔥🔥,2024-09-12 13:16:49
ciindri2005_,No.5🔥,2024-09-12 13:17:41
sarii_caniagoo,no.5🔥,2024-09-12 13:18:23
rinafebrisa07,no.5🔥,2024-09-12 13:23:49
ashar_shino_khami,⁹🔥,2024-09-12 13:34:05
taekoofrh,9,2024-09-12 13:58:21
farahthifa,9,2024-09-12 13:59:20
marselindah_,No. 9,2024-09-12 14:02:23
succie_21,No.5🔥🔥,2024-09-12 14:08:54
njwaazzahraaaaa,no 9🔥👏,2024-09-12 14:22:00
vjgduioofdscjooo,5 gasss,2024-09-12 14:27:22
4ril_ajaa,5gasss,2024-09-12 14:27:46
30dillzz_,nomorr 5💥💥💥,2024-09-12 14:29:09
pasukan_senyap_01,5gasss,2024-09-12 14:29:15
refaldi_44,5 ❤️❤️,2024-09-12 14:30:34
rrrrrrrusly_,5 gass👏👏,2024-09-12 14:34:09
_alfinzz01,No. 5gass🙌,2024-09-12 14:34:34
suparaprt,No 5🔥🔥,2024-09-12 14:35:17
rthvyaniii__,NO.9,2024-09-12 14:35:38
rzky.kurniaa13,No.9,2024-09-12 14:49:25
putr428__,no 5 gass,2024-09-12 14:53:51
polkitongki,5,2024-09-12 15:02:29
am_mrln,no 5 🔥,2024-09-12 15:21:10
triinovitaaa,No.5,2024-09-12 15:25:18
anantitaf,no 9 🔥,2024-09-12 15:25:23
mwrivaldo__,No 09,2024-09-12 15:26:57
japanessee.u,9,2024-09-12 15:56:49
14_mret_,No 2 🔥🔥,2024-09-12 16:07:55
asmaaharoena_,Nomer 5 donk 😎🔥,2024-09-12 16:11:04
cecilianoviita,no 9 ALL IN🔥🔥🔥,2024-09-12 16:20:23
clvn_byz,NO 9 ALL IN🔥🔥,2024-09-12 16:22:09
1999babyy,9 nih boss🙇🏻‍♀️,2024-09-12 16:23:46
itskindaani,9,2024-09-12 16:30:30
ekxtx,No 9 🔥🔥🔥🔥🔥🔥🔥🔥🔥,2024-09-12 16:48:09
ss_sfyn,No 5 🔥🔥🔥,2024-09-12 17:09:54
jumrzlll,02 memang andalang,2024-09-12 18:23:45
methybecker,No 12 Yanti andalan gwe bgt 👍😍,2024-09-12 22:54:13
syachrulachdam,No.5 andalanku,2024-09-12 23:43:46
isndarslhf,No 5 ANDALANGA,2024-09-13 00:21:36
dwedumpp,No 5,2024-09-13 00:38:53
fatt.jpg_,9🔥,2024-09-13 02:07:51
muhasrilll._,All in no 14🔥,2024-09-13 03:30:11
onyourd_hifa,⁹,2024-09-13 03:57:56
onyourd_hifa,9,2024-09-13 03:58:00
adsetyawan_,Nomor 9 😎😎,2024-09-13 04:17:58
ni_gmni,No.5🔥🔥🔥,2024-09-13 05:08:26
halal_mart_gustitik_rahayuhpai,No. 5🔥,2024-09-13 05:12:08
ayeayeandra,9!!,2024-09-13 06:48:29
triawanbanda_s,5 dong Tomy alam buaya,2024-09-13 07:17:47
1a_buccu,No 13,2024-09-13 08:44:23
alisaalisa1734,02 💞,2024-09-13 10:06:35
nat301298,No 2,2024-09-13 10:08:57
ratu_judes90,02,2024-09-13 10:09:36
suhartini7621,2,2024-09-13 10:11:06
dgbungzhu03,02.chua,2024-09-13 10:12:18
sinta_k_s,2,2024-09-13 10:13:58
ceceng_07,No 2,2024-09-13 10:20:57
dickyymn,gasss no. 2 andalangaa,2024-09-13 10:21:03
safiaanlom,No 2,2024-09-13 10:23:34
ismail200350,No 2 menyala bosku,2024-09-13 10:24:57
mantasia1908,No 2,2024-09-13 10:30:28
14_4ndini,2,2024-09-13 10:31:47
_mltbchtiar_,No. 2,2024-09-13 10:32:20
akbardaeng232,Nomor 5 gas,2024-09-13 10:35:50
mantasia1908,No 2,2024-09-13 10:36:27
mantasia1908,No 2,2024-09-13 10:36:40
muchlish575,⁰² andalanga,2024-09-13 10:49:20
ismail_brhm,02🔥,2024-09-13 10:54:22
indra_indra29,No 8,2024-09-13 11:17:46
abdul.lah257,02,2024-09-13 11:22:04
skyy2811_,"No.8 Tawwa,kasi menyala🔥🔥",2024-09-13 11:27:07
rhamlyy,No 2🔥,2024-09-13 11:52:43
dewilizalbs,03🔥,2024-09-13 12:02:29
chairinaannisa,03.💥,2024-09-13 12:03:13
fiqryfadlullah,no 8,2024-09-13 12:47:39
katilintan,nomor 1 @dn.aries 🔥🔥🔥,2024-09-13 13:52:40
tretorikopi.mks,Nomor 2 @chuakurniawan 🔥🔥🔥,2024-09-13 13:57:24
__heri11,Nomor 1 🔥🔥,2024-09-13 14:08:00
andi_fitrizacky,5 shayy.. menyalaaa bestie 💃💃💃,2024-09-13 14:33:16
cincinku03,6 donk ahhh,2024-09-13 14:35:32
ivansyahakhdiarr,02 oke gass,2024-09-13 15:12:30
bacoot.03,5 gass 🔥🔥,2024-09-13 15:32:45
ismaaaayy_06,Bismillah 7 😇,2024-09-13 17:12:41
anggitaputr1,7🔥,2024-09-13 17:13:07
jjujju__,No. 7,2024-09-13 17:14:36
indhbasir,No.7 🔥🔥,2024-09-13 17:16:01
cac0xx_,7 gasssss🔥🔥🔥🔥,2024-09-13 17:17:01
ocn_fauzan,No 7 👏,2024-09-13 17:17:53
ohaisnack,No 7👏🔥🔥🔥,2024-09-13 17:18:40
ndahhara,7🔥,2024-09-13 17:23:58
yayatth_,7 gas mki,2024-09-13 17:30:57
cancer_sad06,No 5🔥,2024-09-13 17:38:19
styawan340,7 gas 🔥🔥,2024-09-13 17:49:54
syarifa_fatma_wati,7 keren,2024-09-13 18:09:11
nalfr___,no 7,2024-09-13 18:13:21
putriiabady,nomor 7✨,2024-09-13 18:29:38
arniensiisr_99,No. 7 dongs 🔥🔥🔥,2024-09-13 19:55:32
beddu_junior151,No.7 🔥🔥🔥,2024-09-13 19:59:00
boskiarka,No.7🔥🔥🔥,2024-09-13 20:01:05
itmrptri_,Nomor 7 🔥🔥👏,2024-09-13 20:03:38
ciicii.cici,7🔥,2024-09-13 20:19:43
iks4n05_,7🔥,2024-09-13 20:19:58
iccaicasmal01,No.2,2024-09-13 20:35:01
julinarti_,No 7 🔥,2024-09-13 20:40:18
rosmawatiruslannew,No 7 dong🔥🔥🔥,2024-09-13 20:57:59
ourmando,7🔥,2024-09-13 21:04:09
annisakml13,7,2024-09-13 21:41:42
ndyafbrynti,7,2024-09-13 21:47:34
jeindrii,No.7🔥,2024-09-13 21:50:40
sryarmdhniii_,Nmr 7🔥,2024-09-13 22:11:06
dafi.duni,No. 7,2024-09-13 22:28:33
akifahhww,No. 7🔥🔥,2024-09-13 22:29:38
wawaa_a075,7🔥,2024-09-13 22:40:27
nrhidayatulisna,No.7 🔥🔥🔥,2024-09-13 22:48:30
ediia7x,7,2024-09-13 22:52:18
asdrarif,No 7🔥🔥,2024-09-13 22:57:28
missnindyra_,No.7🔥🔥🔥,2024-09-13 22:59:55
asrianirsl,07🔥🔥,2024-09-13 23:04:53
egha_juliantii,7🔥,2024-09-13 23:08:25
muhammaddavidarifin,Nomor 7,2024-09-13 23:10:18
aldimeldi14,7👏,2024-09-13 23:11:49
krmilamnsyr_,no 7🔥,2024-09-13 23:12:30
_rsn_y,7🔥,2024-09-13 23:14:04
medinaasmarani,7🔥,2024-09-13 23:15:13
aa.rafsanjani_,7 mnyala🔥,2024-09-13 23:16:40
deaputri_1103,7,2024-09-13 23:16:40
yanskkyy,7 😎,2024-09-13 23:44:34
niningadhiningsih27,No 7 andalangggg 😎,2024-09-13 23:45:39
indiilahh,No 7🔥,2024-09-13 23:55:31
fachrisdude,No 7 andalang,2024-09-14 00:05:13
yundamalindanew_,No 7,2024-09-14 00:07:43
nonasusan08,No.7 🔥🔥,2024-09-14 00:12:04
ullymeizada,No. 7😎,2024-09-14 00:12:49
wahyu_nr__,No 7 🔥🔥,2024-09-14 00:14:09
ramli_ully_dekkeng,No. 7 bisa 😁😎,2024-09-14 00:15:44
karinaumarrr,Menyala abangku no. 7 🔥🔥🔥,2024-09-14 00:17:03
raff7_watch,Mantap nasi gorengnya no 7,2024-09-14 00:17:10
radn_2547,No. 7 menyala🔥,2024-09-14 00:17:36
riiyani._,7🔥,2024-09-14 00:18:49
frdha.f,7🔥,2024-09-14 00:18:58
hanasuhana05_,No 7 andalan🔥,2024-09-14 00:20:09
akaaandi,7🔥🔥🔥,2024-09-14 00:22:56
mutmainnah2804,Nomor 7🔥,2024-09-14 00:24:24
a.windhatenriii,No. 7 🔥🔥🔥🔥,2024-09-14 00:26:20
muhjibranalfalaq,No 7 gas🔥,2024-09-14 00:27:38
liloostill,Nomor 7 termantappp 🔥,2024-09-14 00:29:13
nhunu_ar,No.7 🔥,2024-09-14 00:31:06
anandakasim_,7🙌,2024-09-14 00:31:11
noviuw,No.7,2024-09-14 00:35:55
k.rmilaa,Nmor 7,2024-09-14 00:43:53
amaralgibran,No.7,2024-09-14 00:48:53
niirwanaaaa,7🔥,2024-09-14 00:51:01
diah.mulyanti11,No.7🔥🔥,2024-09-14 00:51:29
ryswan_iswan06,No. 7 🔥,2024-09-14 00:51:54
abd.muis_gahar,Aku sih 7 chef andalan ku,2024-09-14 01:02:52
hi.im.dhea,7🔥👏,2024-09-14 01:05:16
aii14_,7🔥,2024-09-14 01:06:38
bicaolshop,No.7 kerennn😎,2024-09-14 01:08:00
yunita_ik4,No 7 🔥,2024-09-14 01:11:51
indriwhyunis,7💥,2024-09-14 01:13:32
nirrwanaa25,Nomor 7,2024-09-14 01:14:30
asniii.ass,Nomor 7,2024-09-14 01:32:06
irfanyusuf577,No 7 andalan 🔥🔥🔥,2024-09-14 01:34:45
seznoz_,No. 7 😎🔥,2024-09-14 01:37:45
henribalewa,no 7🔥🔥🔥,2024-09-14 01:42:07
citraaul666,7,2024-09-14 01:42:55
citraaul666,No 7🔥🔥🔥,2024-09-14 01:43:29
hasbia.bhyamontana,Nmor 7👏,2024-09-14 01:43:39
andi_ahmad016,no7🔥🔥,2024-09-14 01:46:27
_cannaly,No 7 dong🔥🔥🔥,2024-09-14 01:54:59
riswn_21,No. 7🔥🔥🔥,2024-09-14 01:57:28
_innnooo,no 7 🔥🔥🔥,2024-09-14 02:03:48
dhiahsriadhani93,No.7🔥,2024-09-14 02:03:48
dimas_022006,No 7 🔥🔥🔥,2024-09-14 02:05:18
ddyreynaldi,7🔥,2024-09-14 02:07:39
nurulhajrah__,Nomor 7,2024-09-14 02:10:56
st_nabilahhh,7,2024-09-14 02:18:23
ucup_sj09,No 7🔥🔥🔥🔥🔥🔥🔥🔥🔥,2024-09-14 02:25:53
4_ndr1.al,no 7🔥🔥🔥,2024-09-14 02:33:13
ullaaullss,No seven donggg andalancu,2024-09-14 02:40:56
thaniabira,Nomor 07,2024-09-14 02:44:01
ajengmonaoktaviani,7 dongg🔥,2024-09-14 02:44:56
anggraini_usman,7,2024-09-14 02:45:03
azulgseovanny,no 7🔥🔥,2024-09-14 02:45:08
alamilyas_,7 >>🔥🔥,2024-09-14 02:52:39
awrielindw,7💥,2024-09-14 02:56:19
qanitah98,no 7,2024-09-14 02:57:44
mhmmdzulkiflii,No.7🔥,2024-09-14 02:59:48
firalyapc,7🔥,2024-09-14 03:00:55
heriantohery,N0 7,2024-09-14 03:01:21
andisptrahalik,No 7 badasssa,2024-09-14 03:02:05
rusmiaty027,No. 7 🔥🔥,2024-09-14 03:02:34
yanisyamm,7 🔥🔥,2024-09-14 03:09:33
christiansombounaung,7,2024-09-14 03:13:45
_reskyamaliaaa,7🔥🔥,2024-09-14 03:23:37
kikifatmala25_,No.7🔥🔥,2024-09-14 03:30:42
nurchadjar,No 7 dong🔥,2024-09-14 03:31:30
sitytri_alone,no 7 andalanku,2024-09-14 03:35:53
_indahsaribasir,7 🔥🔥🔥,2024-09-14 03:36:26
lllrslyhad,no 7💥💥💥,2024-09-14 03:45:38
ulvhievatriyahamir,Nomor 7🔥🔥🔥🔥,2024-09-14 03:48:44
debyayy,7 🔥🔥,2024-09-14 03:49:27
mitt4aa_,no.7 andalanku,2024-09-14 03:58:00
nurulputrifebriantii,7,2024-09-14 04:01:32
dilaa.nyh,No.7,2024-09-14 04:05:29
arfadhilibras,7,2024-09-14 04:22:56
meirsakarolina_,7🔥,2024-09-14 04:26:51
lechitea.dump,Nomor 7🔥,2024-09-14 04:32:49
selaa.julistya,no 7🔥🔥🔥,2024-09-14 04:36:25
ifaahhhhh,Nomor 7 🔥,2024-09-14 04:36:58
flqkdktt,No. 7👏,2024-09-14 04:37:14
farhanmotor27,No 12 the best😎😎,2024-09-14 04:38:19
hendra_latif97,no 7🔥🔥,2024-09-14 04:51:09
viralownur,No. 7 andalann......,2024-09-14 04:53:34
honeyfahaini,Nombor 7,2024-09-14 04:53:50
f4dil_hh,02 🔥,2024-09-14 04:58:11
jalali_dzul,7,2024-09-14 05:38:42
iantricahya,12 ❤️,2024-09-11 04:34:56
tazzeraru,1 🔥,2024-09-11 05:07:52
andiriskaamanda,No 9,2024-09-11 05:23:14
fitrianiinurdiin,Yuhuuuu no. 12 andalanga,2024-09-11 05:37:04
ree.muhtar,Andalanku ini saya no 12 🔥🔥🔥🔥🔥🔥🔥🔥🔥👏👏👏,2024-09-11 05:43:52
cummajp,No. 14 🔥🔥,2024-09-11 05:47:49
hkmzkrn99,No.14🔥🔥,2024-09-11 05:48:33
minb2311,No.12 🔥🔥karena sering ka n kasih air es nya 😅,2024-09-11 05:51:50
andiryzcho,No.14🔥🔥🔥🔥,2024-09-11 05:53:46
ericks_ontheradio,DESI RATNASARI,2024-09-11 05:55:17
ericks_ontheradio,DESI RATNASARI selalu basah Rambutnya,2024-09-11 05:55:45
ptryasyfhh,No. 14 jgn kasi kendorrr🔥🔥🔥,2024-09-11 05:56:41
gagga130924,DINATRI andalanku sy😍,2024-09-11 05:56:46
pinus_outdoor17,No. 14,2024-09-11 05:58:25
isyniqueen,1,2024-09-11 05:58:40
abenichiko,No.14,2024-09-11 05:59:04
_sayangkuuuuuuu,NO.9 PILIHANKU 🔥🔥🔥,2024-09-11 05:59:12
elfathan81123,No.14,2024-09-11 05:59:28
chik.kkk2,No.14,2024-09-11 05:59:52
magangbpdas21,No.14 andalankuu🔥,2024-09-11 06:00:20
iyanahmad._,No. 1 damkar mana damkar🔥🔥🔥,2024-09-11 06:00:29
zonarepair.id,No.14 andalangaaaa🔥,2024-09-11 06:00:40
muh.taufik.mustafa,No.1 Dinatri 🔥🔥🔥 you are The Best👏👏👏,2024-09-11 06:00:58
carlot_17,Andalanku ladde no 12,2024-09-11 06:01:55
ekfjnr_,No 14 dongss 🔥🔥,2024-09-11 06:03:30
austin.jack85,No.12,2024-09-11 06:05:28
fauzhan_fth,2,2024-09-11 06:06:49
shrarahmii,Menyala 01🔥🔥,2024-09-11 06:08:09
ppawmppkins,1 🔥,2024-09-11 06:09:37
dsynataaa,01 dinatri🔥🔥🔥,2024-09-11 06:12:59
juliatobias.sdl,1 emot api emot api,2024-09-11 06:13:19
felmichaell,9👌,2024-09-11 06:16:25
balqies_azalia,Nomor 11 menyala abangkh🔥,2024-09-11 06:17:17
hadijahpalloge,Andalanku no. 12,2024-09-11 06:18:57
ilhamprasetyo01,14 🔥,2024-09-11 06:20:04
muhammad_ismail_prasetyo,Nomor punggung 12 andalan nga,2024-09-11 06:24:07
lolycutiepie,01 Dinatri👏👏👏,2024-09-11 06:24:49
nr_husna15,All in 01,2024-09-11 06:26:15
spandis_,14🔥🔥🔥,2024-09-11 06:36:56
dnappu,Menyala No. 14 🔥🔥🔥🔥,2024-09-11 06:38:47
xdskt_wrhy,No 13 andalanku bangettt 😍❤️@desakdeshi 😍,2024-09-11 06:41:30
dianariess91,No.1 menyalaaaaa 🔥🔥🔥,2024-09-11 06:42:03
arghariyanto,No. 1 terbaekk!!,2024-09-11 06:42:19
iekha.rdfa,Tak perlu di ragukan lagi no.12 pasti nya 🔥,2024-09-11 06:42:41
mfarawansyah,No.14 🔥🔥🔥,2024-09-11 06:49:04
__scntlla,14🔥,2024-09-11 06:50:04
meisrun_,No.14 @ngghy_06 🔥🔥🔥❤️,2024-09-11 06:55:23
ecaapung,14 sih 🫀,2024-09-11 06:56:11
