Name,Text,Like,Column 4
mhmdsaepulah,Jawabannya : Nyaman #KUISTEMANBUS @s4aepul_ @sity_fitriy @_didik_budiono,1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
qulnaa.1304,Fasilitas nyaman dan pelayanan sangat ramah✨ #kuistemanbus .  @atullestik @hai.psr @desyiindah2000,Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
meime.ilina,"Bersih, Pelayanan Ramah, Murah, AC , Tidak bau dan tidak desak desakan dan Aman ⭐️⭐️⭐️⭐️⭐️ @shinduretna @yenis_putri11 @lina.athariz #KUISTEMANBUS",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
gnoviaz,"angkutan umum nyaman yg kuimpikan akhirnya terwujud jg, kejutan lain selain nyaman interval waktu tdk terlalu lama bs di tracking via aplikasi, pembayaran non tunai sgt sesuai dg kebiasaanku yg bw uang cash terbatas krn srg transaksi non tunai jd cocok sekali dan yg lbh pntg lg pastiny lbh bersih, aman dan murah, melebihi ekspektasiku krn ber AC aja dah ckp bagi saya😍 #KUISTEMANBUS @hety.w @yunexyuneily @ange_jhon",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
priyo18,"Karena Bersih,  Nyaman , Aman dan Harganya terjangkau 😍 #KUISTEMANBUS  @anton_suhendra22 @anisyazura @arsyila_syafa_azzahra",3 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
ariska_s087,"Ekonomis, Aman, Nyaman dan Bersih @teman_bus ❤️😍 #KUISTEMANBUS @silviahardyan @dianaa.rusanti_ @diana.retnasari14",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
janah_tri_utami_,"Karena Ekonomis ,Asik  dan Nyaman 🤩 #KUISTEMANBUS @woodtrimolas @candralasmana90 @warkopcandra ~~🙌",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
linnasuciati.97,"Karena Aman, Nyaman dan Murah #KUISTEMANBUS @adeliavadelta @adeva_gavin @medina_putri_hasibuan",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
sryani95,"Karena Nyaman, Murah & Bersih #KUISTEMANBUS @sang_creators @sulistiawati0205 @sulistyorini.novita",2 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
a_ping38,"Nyaman ,Aman dan harga terjangkau  #KuisTemanBus  @mikeson188 @liuenqi12 @aping686",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
bunda_wahyuu,"Karena nyaman , terpercaya, perjalanan jadi seru dan aman #KUISTEMANBUS @wanina.ajja @ahmad_alfarizky_77 @aafikry06",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
handoyo2500,Ramah dan higienis tempatnya sangat baik untuk dengan wisatawan asing yang masuk ke dalam bus # kuis teman bus @suparmandidikempot12 @hernoerno @vicky_indra96,Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
dytaardiztha,Jawabannya: NYAMAN #KUISTEMANBUS @febri_ditaaa @kiabeni_1119 @arumndani_28,Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
aping686,"Nyaman ,Aman dan harga terjangkau  #KuisTemanBus  @mikeson188 @liuenqi12 @weiz_lin",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
miftaqlna1607,Fasilitas nyaman dan pelayanan sangat ramah✨ #kuistemanbus  @nnnindaaaaa @carmelitaa.cimel @nyakintann,Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
yunni066,"Karena aman, nyaman dan murah pastinya #KUISTEMANBUS @ay_kholidin @akbarrbrabr3 @riyanahcahya0",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
azkiafierdha,"Ekonomis, Aman dan nyaman #KuisTemanBus @ellanudamayy @fitrinikajulaeha @hafizahaharnanhs",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
irnafbryni,"Nyaman, aman dan hemat @teman_bus #KUISTEMANBUS @adriananolamar @oktavianisrh @lestariputriie",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
mirahanny90,"Nyaman,aman,hemat,dan bersih 🤩 @vinavino221 @indahis_15 @siti_endhel27 #KUISTEMANBUS",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
mayamilawati,"Aman nyaman dan ekonomi , supir ramah #KUISTEMANBUS @ailestaari @titin_novia94 @wafda_hafiz60 semoga beruntung ✨",2 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
nadchaayy,"Gagal move on donk karena @teman_bus itu fasilitasnya oke banget, dan supirnya jg ramah juga saya merasa aman & nyama sekali saat berkendara dengan teman bus...#KuisTemanBus @z.aj1xx @lisaaaaaaa1708 @naynadzzz",2 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
nicodarmanto.30,"Aman, Nyaman, Harga Terjangkau 🤩 #KUISTEMANBUS @imas_wahyunii @nadiasavirad @nitapashati",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
karimpradipta,"Nyaman, Aman , bersih pastinya mengurangi Kemacetan #KuisTemanBus @rahayuningsih.d @alvinzaidan87 @dedi.ayahdiva",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
abdoishannkarayi,"Bersih, Ekonomis, Nyaman dan Aman #KUISTEMANBUS @tobycepuk_ @jamal_udin789 @ismiciptim",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
momydafa14,"Nyaman, aman dan bersih #KUISTEMANBUS @amelianisa202 @silva.na27 @fitri_bunda_duo_al",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
a_ax3lld_nik3,Aman dan Nyaman @iboekrahma @mamamfaris @itayunita37 #KUISTEMANBUS,Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
tiatiacupcakes,Terjangkau & Nyaman #KUISTEMANBUS  @fitriamelia15 @Ameliia154 @Adindanuraulia1,1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus"
